timestamp,timestamp exit,arm,lane,Occupancy North,Occupancy South,Sense North,Sense South,total_occupancy
2017-12-29T11:44:40.361841,2017-12-29T11:48:43.201641,A0:E6:F8:2B:2F:BE,BB_SP_4.1,242.8398,0.0,255,0,242.8398
2017-12-29T11:25:38.297379,2017-12-29T11:44:46.134279,A0:E6:F8:2C:D0:D5,BB_SP_5.2,1147.8369,0.0,284,0,1147.8369
2017-12-29T11:39:05.335623,2017-12-29T11:44:36.591723,A0:E6:F8:2C:D0:F3,BB_SP_4.2,1.6275,329.6286,2035,1374,331.2561
2017-12-29T11:39:07.749260,2017-12-29T11:44:37.652960,A0:E6:F8:2B:2F:BE,BB_SP_4.1,0.0,329.9037,0,421,329.9037
2017-12-29T11:36:05.881892,2017-12-29T11:40:08.845592,A0:E6:F8:2C:C4:55,BB_SP_3.2,0.0,242.9637,0,1583,242.9637
2017-12-29T11:25:09.302892,2017-12-29T11:39:06.833292,A0:E6:F8:2B:2F:BE,BB_SP_4.1,835.9008,1.6296,1185,1389,837.5304
2017-12-29T11:30:48.519878,2017-12-29T11:35:57.041378,A0:E6:F8:2B:32:A5,BB_SP_1.2,308.5215,0.0,1406,53,308.5215
2017-12-29T11:23:54.310958,2017-12-29T11:30:43.894958,A0:E6:F8:2B:32:A5,BB_SP_1.2,409.584,0.0,2958,52,409.584
2017-12-29T11:25:58.201454,2017-12-29T11:28:08.535854,A0:E6:F8:2C:C4:55,BB_SP_3.2,130.3344,0.0,484,109,130.3344
2017-12-29T11:00:11.045533,2017-12-29T11:25:16.176433,A0:E6:F8:2C:D0:D5,BB_SP_5.2,1504.9209,0.21,1511,1569,1505.1309
2017-12-29T11:21:41.234688,2017-12-29T11:24:52.628688,A0:E6:F8:2B:2F:BE,BB_SP_4.1,191.394,0.0,196,0,191.394
2017-12-29T11:18:55.763739,2017-12-29T11:21:37.785039,A0:E6:F8:2B:2F:BE,BB_SP_4.1,161.5257,0.4956,600,262,162.0213
2017-12-29T10:58:55.579404,2017-12-29T11:19:26.040804,A0:E6:F8:2C:D0:CD,BB_SP_7.2,1227.6537,2.8077,827,1968,1230.4614
2017-12-29T10:58:27.523331,2017-12-29T11:19:51.352031,A0:E6:F8:2C:D2:CD,BB_SP_7.1,0.0,1283.8287,0,1652,1283.8287
2017-12-29T11:03:15.211352,2017-12-29T11:18:58.273052,A0:E6:F8:2B:2F:BE,BB_SP_4.1,942.3414,0.7203,600,1527,943.0617
2017-12-29T11:14:08.257277,2017-12-29T11:15:36.360677,A0:E6:F8:2B:32:A5,BB_SP_1.2,88.1034,0.0,2150,0,88.1034
2017-12-29T11:07:33.456018,2017-12-29T11:13:55.586718,A0:E6:F8:2B:32:A5,BB_SP_1.2,382.1307,0.0,2969,36,382.1307
2017-12-29T11:03:18.420860,2017-12-29T11:09:02.925860,A0:E6:F8:2C:D0:F3,BB_SP_4.2,0.0,344.505,32,820,344.505
2017-12-29T11:02:21.041260,2017-12-29T11:07:29.390560,A0:E6:F8:2B:32:A5,BB_SP_1.2,308.3493,0.0,2969,36,308.3493
2017-12-29T10:58:01.713834,2017-12-29T11:03:14.378634,A0:E6:F8:2B:2F:BE,BB_SP_4.1,311.7471,0.9177,800,1522,312.6648
2017-12-29T10:46:09.107376,2017-12-29T11:00:13.210776,A0:E6:F8:2C:D0:D5,BB_SP_5.2,844.1034,0.0,263,0,844.1034
2017-12-29T10:53:41.045270,2017-12-29T10:59:57.211970,A0:E6:F8:2C:C4:55,BB_SP_3.2,11.403,364.7637,1810,1907,376.1667
2017-12-29T10:43:30.973688,2017-12-29T10:58:02.597588,A0:E6:F8:2B:2F:BE,BB_SP_4.1,871.6239,0.0,258,0,871.6239
2017-12-29T10:37:37.694876,2017-12-29T10:51:39.450476,A0:E6:F8:2B:32:A5,BB_SP_1.2,841.7556,0.0,1601,19,841.7556
2017-12-29T10:35:36.313488,2017-12-29T10:46:10.110288,A0:E6:F8:2C:D0:D5,BB_SP_5.2,633.7968,0.0,246,0,633.7968
2017-12-29T10:41:23.532535,2017-12-29T10:43:29.965135,A0:E6:F8:2B:2F:BE,BB_SP_4.1,126.4326,0.0,291,0,126.4326
2017-12-29T10:31:15.963012,2017-12-29T10:41:31.155912,A0:E6:F8:2C:D0:F3,BB_SP_4.2,0.0,615.1929,55,1933,615.1929
2017-12-29T10:33:08.174285,2017-12-29T10:41:24.009485,A0:E6:F8:2B:2F:BE,BB_SP_4.1,495.8352,0.0,215,0,495.8352
2017-12-29T10:32:41.511372,2017-12-29T10:39:11.586372,A0:E6:F8:2C:C4:4D,BB_SP_6.2,1.8711,388.2039,2200,1881,390.075
2017-12-29T10:32:55.164017,2017-12-29T10:35:33.042017,A0:E6:F8:2C:D0:D5,BB_SP_5.2,157.878,0.0,213,0,157.878
2017-12-29T10:28:31.316107,2017-12-29T10:35:19.955107,A0:E6:F8:2C:C4:55,BB_SP_3.2,407.1291,1.5099,1803,1910,408.639
2017-12-29T10:19:38.442204,2017-12-29T10:32:49.671804,A0:E6:F8:2C:D0:D5,BB_SP_5.2,0.0,791.2296,137,451,791.2296
2017-12-29T10:30:28.100686,2017-12-29T10:32:32.235886,A0:E6:F8:2B:2F:BE,BB_SP_4.1,123.4737,0.6615,1681,1515,124.1352
2017-12-29T10:28:25.446620,2017-12-29T10:30:52.259720,A0:E6:F8:2C:D0:F3,BB_SP_4.2,0.0,146.8131,90,519,146.8131
2017-12-29T10:17:34.209820,2017-12-29T10:30:27.291220,A0:E6:F8:2B:2F:BE,BB_SP_4.1,773.0814,0.0,273,0,773.0814
2017-12-29T10:20:51.367023,2017-12-29T10:27:49.170423,A0:E6:F8:2C:C4:55,BB_SP_3.2,0.0,417.8034,0,535,417.8034
2017-12-29T09:59:40.592520,2017-12-29T10:27:19.225020,A0:E6:F8:2B:32:A5,BB_SP_1.2,1658.6325,0.0,1104,13,1658.6325
2017-12-29T10:07:42.185379,2017-12-29T10:19:38.751579,A0:E6:F8:2C:D0:D5,BB_SP_5.2,530.7414,185.8248,947,724,716.5662
2017-12-29T10:15:42.927636,2017-12-29T10:17:33.677436,A0:E6:F8:2B:2F:BE,BB_SP_4.1,109.1937,1.5561,823,859,110.7498
2017-12-29T09:51:06.068228,2017-12-29T10:15:46.337228,A0:E6:F8:2B:2F:BE,BB_SP_4.1,1479.5928,0.6762,425,971,1480.269
2017-12-29T10:10:35.346473,2017-12-29T10:14:34.189973,A0:E6:F8:2C:C4:55,BB_SP_3.2,1.4952,237.3483,1788,1916,238.8435
2017-12-29T10:06:06.540944,2017-12-29T10:07:41.662544,A0:E6:F8:2C:D0:D5,BB_SP_5.2,95.1216,0.0,351,10,95.1216
2017-12-29T10:03:46.210844,2017-12-29T10:06:06.087644,A0:E6:F8:2C:D0:D5,BB_SP_5.2,139.8768,0.0,222,0,139.8768
2017-12-29T10:01:29.981837,2017-12-29T10:03:44.982437,A0:E6:F8:2C:D0:D5,BB_SP_5.2,135.0006,0.0,229,0,135.0006
2017-12-29T09:58:33.567452,2017-12-29T10:01:28.659152,A0:E6:F8:2C:D0:D5,BB_SP_5.2,174.8817,0.21,2492,1561,175.0917
2017-12-29T09:54:51.175683,2017-12-29T10:01:15.511383,A0:E6:F8:2C:C4:55,BB_SP_3.2,0.42,383.9157,1279,1923,384.3357
2017-12-29T09:28:02.466479,2017-12-29T09:59:21.626279,A0:E6:F8:2B:32:A5,BB_SP_1.2,1879.1598,0.0,1731,9,1879.1598
2017-12-29T09:51:35.331234,2017-12-29T09:58:34.081734,A0:E6:F8:2C:D0:D5,BB_SP_5.2,418.425,0.3255,891,1561,418.7505
2017-12-29T09:48:09.396026,2017-12-29T09:51:00.207926,A0:E6:F8:2B:2F:BE,BB_SP_4.1,170.1,0.7119,461,300,170.8119
2017-12-29T09:48:09.329326,2017-12-29T09:49:29.988226,A0:E6:F8:2C:C4:55,BB_SP_3.2,1.0584,79.6005,1780,1931,80.6589
2017-12-29T09:45:51.200206,2017-12-29T09:48:15.715906,A0:E6:F8:2B:2F:D0,BB_SP_2.1,0.0,144.5157,38,394,144.5157
2017-12-29T09:20:23.581368,2017-12-29T09:48:10.844868,A0:E6:F8:2B:2F:BE,BB_SP_4.1,1667.2635,0.0,1434,0,1667.2635
2017-12-29T09:43:03.731537,2017-12-29T09:47:11.485337,A0:E6:F8:2C:D0:D5,BB_SP_5.2,247.7538,0.0,240,0,247.7538
2017-12-29T09:03:16.293328,2017-12-29T09:43:09.940528,A0:E6:F8:2C:D0:D5,BB_SP_5.2,2393.202,0.4452,2492,1560,2393.6472
2017-12-29T09:36:34.986111,2017-12-29T09:40:50.579211,A0:E6:F8:2C:C4:4D,BB_SP_6.2,0.0,255.5931,0,1836,255.5931
2017-12-29T09:20:27.740556,2017-12-29T09:39:02.334456,A0:E6:F8:2C:D0:F3,BB_SP_4.2,0.0,1114.5939,22,1168,1114.5939
2017-12-29T09:34:50.396926,2017-12-29T09:36:02.235826,A0:E6:F8:2C:C4:55,BB_SP_3.2,71.8389,0.0,347,0,71.8389
2017-12-29T09:29:24.169474,2017-12-29T09:32:05.438974,A0:E6:F8:2C:C4:55,BB_SP_3.2,161.2695,0.0,300,0,161.2695
2017-12-29T09:11:45.523910,2017-12-29T09:27:51.712910,A0:E6:F8:2B:32:A5,BB_SP_1.2,966.189,0.0,946,7,966.189
2017-12-29T04:50:02.377299,2017-12-29T09:25:37.752099,A0:E6:F8:2C:C4:4D,BB_SP_6.2,0.0,16535.3748,0,1229,16535.3748
2017-12-29T09:04:55.894342,2017-12-29T09:20:23.661742,A0:E6:F8:2B:2F:BE,BB_SP_4.1,927.7674,0.0,241,0,927.7674
2017-12-29T09:02:10.334273,2017-12-29T09:12:05.041673,A0:E6:F8:2C:D2:A5,BB_SP_1.1,0.0,594.7074,8,926,594.7074
2017-12-29T08:43:56.766171,2017-12-29T09:11:28.233471,A0:E6:F8:2B:32:A5,BB_SP_1.2,1651.4673,0.0,1516,7,1651.4673
2017-12-29T09:03:17.384162,2017-12-29T09:04:49.555262,A0:E6:F8:2B:2F:BE,BB_SP_4.1,92.1711,0.0,205,0,92.1711
2017-12-29T08:55:47.359208,2017-12-29T09:03:16.383308,A0:E6:F8:2B:2F:BE,BB_SP_4.1,3.0429,445.9812,411,1043,449.0241
2017-12-29T08:55:29.051519,2017-12-29T09:03:05.043419,A0:E6:F8:2C:D2:9E,BB_SP_5.1,452.7075,3.2844,2232,1847,455.9919
2017-12-29T08:55:49.605187,2017-12-29T09:02:27.135187,A0:E6:F8:2C:D0:D5,BB_SP_5.2,397.53,0.0,355,0,397.53
2017-12-29T07:54:48.236829,2017-12-29T08:55:54.733929,A0:E6:F8:2C:D0:D5,BB_SP_5.2,3666.4971,0.0,1208,0,3666.4971
2017-12-29T08:42:09.429425,2017-12-29T08:55:28.137125,A0:E6:F8:2B:2F:BE,BB_SP_4.1,798.7077,0.0,300,0,798.7077
2017-12-29T08:33:03.026642,2017-12-29T08:43:49.148342,A0:E6:F8:2B:32:A5,BB_SP_1.2,646.1217,0.0,2984,7,646.1217
2017-12-29T08:41:00.555678,2017-12-29T08:43:53.786778,A0:E6:F8:2C:D2:A5,BB_SP_1.1,0.21,173.0211,230,1067,173.2311
2017-12-29T08:13:18.902857,2017-12-29T08:42:03.977257,A0:E6:F8:2B:2F:BE,BB_SP_4.1,1725.0744,0.0,236,59,1725.0744
2017-12-29T07:16:26.573730,2017-12-29T08:40:53.733030,A0:E6:F8:2B:32:9F,BB_SP_10.1,5067.0501,0.1092,885,493,5067.1593
2017-12-29T08:05:24.855822,2017-12-29T08:27:32.232222,A0:E6:F8:2B:32:A5,BB_SP_1.2,1327.3764,0.0,2297,0,1327.3764
2017-12-29T08:13:09.915945,2017-12-29T08:20:58.938345,A0:E6:F8:2C:D2:A5,BB_SP_1.1,0.0,469.0224,0,179,469.0224
2017-12-29T07:57:14.622555,2017-12-29T08:13:19.058055,A0:E6:F8:2B:2F:BE,BB_SP_4.1,962.6337,1.8018,1787,912,964.4355
2017-12-29T08:11:42.436732,2017-12-29T08:13:05.498032,A0:E6:F8:2C:D2:A5,BB_SP_1.1,0.0,83.0613,0,317,83.0613
2017-12-29T08:05:23.268238,2017-12-29T08:08:31.148938,A0:E6:F8:2C:D2:A5,BB_SP_1.1,0.7959,187.0848,285,1046,187.8807
2017-12-29T08:04:16.818705,2017-12-29T08:05:21.047205,A0:E6:F8:2B:32:A5,BB_SP_1.2,64.2285,0.0,1388,0,64.2285
2017-12-29T07:25:28.095867,2017-12-29T08:03:52.301967,A0:E6:F8:2B:32:A5,BB_SP_1.2,2304.2061,0.0,2991,6,2304.2061
2017-12-29T07:51:18.149779,2017-12-29T07:57:14.679379,A0:E6:F8:2B:2F:BE,BB_SP_4.1,356.5296,0.0,240,111,356.5296
2017-12-29T07:47:32.773573,2017-12-29T07:54:24.566773,A0:E6:F8:2C:D2:CD,BB_SP_7.1,411.7932,0.0,325,0,411.7932
2017-12-29T07:47:44.827808,2017-12-29T07:55:38.598308,A0:E6:F8:2B:2F:A4,BB_SP_8.1,458.934,14.8365,687,630,473.7705
2017-12-29T07:49:40.046456,2017-12-29T07:54:48.903956,A0:E6:F8:2C:D0:F3,BB_SP_4.2,0.2436,308.6139,320,754,308.8575
2017-12-29T07:48:59.544500,2017-12-29T07:51:16.647200,A0:E6:F8:2B:2F:BE,BB_SP_4.1,136.2837,0.819,2215,702,137.1027
2017-12-29T06:57:07.551733,2017-12-29T07:49:42.209533,A0:E6:F8:2C:D0:D5,BB_SP_5.2,3153.6372,1.0206,309,501,3154.6578
2017-12-29T07:44:07.119992,2017-12-29T07:45:57.781592,A0:E6:F8:2B:2F:D0,BB_SP_2.1,0.0,110.6616,0,165,110.6616
2017-12-29T07:20:50.298091,2017-12-29T07:31:32.614591,A0:E6:F8:2B:2F:D0,BB_SP_2.1,0.0,642.3165,0,310,642.3165
2017-12-29T07:25:09.057857,2017-12-29T07:26:22.034957,A0:E6:F8:2C:D2:CD,BB_SP_7.1,72.9771,0.0,266,0,72.9771
2017-12-29T07:12:58.734125,2017-12-29T07:25:19.868225,A0:E6:F8:2B:32:A5,BB_SP_1.2,741.1341,0.0,2991,3,741.1341
2017-12-29T07:22:13.471515,2017-12-29T07:25:08.605215,A0:E6:F8:2C:D0:CD,BB_SP_7.2,0.0,175.1337,0,1989,175.1337
2017-12-29T07:22:13.305159,2017-12-29T07:25:10.207059,A0:E6:F8:2C:D2:CD,BB_SP_7.1,0.0,176.9019,0,483,176.9019
2017-12-29T07:20:47.388406,2017-12-29T07:22:52.689106,A0:E6:F8:2C:D2:A5,BB_SP_1.1,0.0,125.3007,0,332,125.3007
2017-12-29T07:20:12.569735,2017-12-29T07:21:36.227435,A0:E6:F8:2C:D2:CD,BB_SP_7.1,83.6577,0.0,333,0,83.6577
2017-12-29T07:10:14.082752,2017-12-29T07:18:36.346052,A0:E6:F8:2C:D2:CD,BB_SP_7.1,502.2633,0.0,191,0,502.2633
2017-12-29T07:18:55.144962,2017-12-29T07:20:02.508762,A0:E6:F8:2C:C4:53,BB_SP_10.2,0.0,67.3638,0,157,67.3638
2017-12-29T07:15:48.668199,2017-12-29T07:19:56.377899,A0:E6:F8:2B:2F:D0,BB_SP_2.1,0.0,247.7097,0,167,247.7097
2017-12-29T07:16:05.216941,2017-12-29T07:19:57.075841,A0:E6:F8:2C:D2:A5,BB_SP_1.1,0.0,231.8589,0,212,231.8589
2017-12-29T07:10:10.208336,2017-12-29T07:16:34.539836,A0:E6:F8:2B:2F:A4,BB_SP_8.1,377.7837,6.5478,2133,1815,384.3315
2017-12-29T07:13:40.553491,2017-12-29T07:14:43.473691,A0:E6:F8:2C:D0:F1,BB_SP_8.2,0.0,62.9202,0,158,62.9202
2017-12-28T19:44:01.400186,2017-12-29T07:24:01.820186,A0:E6:F8:2B:32:9F,BB_SP_10.1,42000.42,0.0,916,0,42000.42
2017-12-29T07:13:08.092754,2017-12-29T07:15:41.718254,A0:E6:F8:2B:2F:D0,BB_SP_2.1,0.0,153.6255,0,183,153.6255
2017-12-29T07:10:17.643317,2017-12-29T07:11:40.626917,A0:E6:F8:2C:D0:F1,BB_SP_8.2,0.0,82.9836,0,204,82.9836
2017-12-29T07:06:39.675089,2017-12-29T07:12:51.986189,A0:E6:F8:2C:D2:A5,BB_SP_1.1,0.0,372.3111,0,1900,372.3111
2017-12-29T07:04:02.372078,2017-12-29T07:12:45.962978,A0:E6:F8:2B:32:A5,BB_SP_1.2,523.5909,0.0,1578,1,523.5909
2017-12-29T06:58:52.038204,2017-12-29T07:07:12.266604,A0:E6:F8:2C:D2:CD,BB_SP_7.1,500.2284,0.0,211,0,500.2284
2017-12-29T07:04:34.500237,2017-12-29T07:06:32.247237,A0:E6:F8:2B:2F:D0,BB_SP_2.1,0.0,117.747,0,187,117.747
2017-12-29T06:53:23.355003,2017-12-29T07:04:16.133703,A0:E6:F8:2B:2F:D0,BB_SP_2.1,0.0,652.7787,0,237,652.7787
2017-12-28T20:22:16.051389,2017-12-29T06:52:59.227389,A0:E6:F8:2C:D0:CD,BB_SP_7.2,0.4578,37842.7182,395,827,37843.176
2017-12-29T06:54:55.785418,2017-12-29T06:57:07.346218,A0:E6:F8:2C:D0:D5,BB_SP_5.2,131.5608,0.0,218,0,131.5608
2017-12-29T06:53:23.240284,2017-12-29T06:55:41.867584,A0:E6:F8:2C:C4:55,BB_SP_3.2,0.0,138.6273,0,188,138.6273
2017-12-29T06:46:10.785196,2017-12-29T06:52:55.539196,A0:E6:F8:2B:2F:D0,BB_SP_2.1,0.0,404.754,0,390,404.754
2017-12-29T06:44:43.445890,2017-12-29T06:46:08.298490,A0:E6:F8:2B:2F:D0,BB_SP_2.1,0.0,84.8526,0,222,84.8526
2017-12-29T06:38:05.703292,2017-12-29T06:44:57.137392,A0:E6:F8:2B:32:A5,BB_SP_1.2,411.4341,0.0,991,0,411.4341
2017-12-29T06:38:05.783713,2017-12-29T06:44:51.720013,A0:E6:F8:2B:2F:D0,BB_SP_2.1,0.0,405.9363,0,242,405.9363
2017-12-28T20:16:06.385896,2017-12-29T06:36:11.029596,A0:E6:F8:2C:D2:A5,BB_SP_1.1,0.0,37204.6437,0,1631,37204.6437
2017-12-29T06:28:04.759185,2017-12-29T06:31:21.913485,A0:E6:F8:2C:C4:55,BB_SP_3.2,0.0,197.1543,0,1963,197.1543
2017-12-29T06:27:58.551424,2017-12-29T06:31:20.413924,A0:E6:F8:2B:2F:BE,BB_SP_4.1,201.8625,0.0,271,0,201.8625
2017-12-28T19:28:11.498127,2017-12-29T06:35:00.931227,A0:E6:F8:2B:2F:A4,BB_SP_8.1,0.0,40009.4331,0,919,40009.4331
2017-12-29T06:22:10.176417,2017-12-29T06:26:46.786317,A0:E6:F8:2C:D0:E1,BB_SP_9.2,274.7325,1.8774,1964,611,276.6099
2017-12-29T06:06:56.839759,2017-12-29T06:20:20.261959,A0:E6:F8:2C:C4:55,BB_SP_3.2,0.0,803.4222,0,880,803.4222
2017-12-28T18:25:53.234965,2017-12-29T05:17:43.723165,A0:E6:F8:2C:C4:55,BB_SP_3.2,39110.4882,0.0,429,0,39110.4882
2017-12-28T17:27:30.360344,2017-12-29T04:38:03.033944,A0:E6:F8:2C:C4:4D,BB_SP_6.2,40228.8054,3.8682,1943,1070,40232.6736
2017-12-28T23:53:29.516183,2017-12-29T04:46:51.010583,A0:E6:F8:2C:D2:CD,BB_SP_7.1,0.0,17601.4944,0,388,17601.4944
2017-12-29T00:06:39.863456,2017-12-29T03:31:17.872556,A0:E6:F8:2B:2F:BE,BB_SP_4.1,0.0,12278.0091,0,427,12278.0091
2017-12-29T03:09:35.414590,2017-12-29T03:17:21.562090,A0:E6:F8:2B:2F:D0,BB_SP_2.1,466.1475,0.0,339,0,466.1475
2017-12-29T02:57:03.726912,2017-12-29T03:09:23.500212,A0:E6:F8:2B:2F:D0,BB_SP_2.1,739.7733,0.0,325,0,739.7733
2017-12-29T02:16:09.094732,2017-12-29T02:56:32.570332,A0:E6:F8:2B:2F:D0,BB_SP_2.1,2423.4756,0.0,218,0,2423.4756
2017-12-29T02:07:13.137265,2017-12-29T02:15:59.810965,A0:E6:F8:2B:2F:D0,BB_SP_2.1,526.6737,0.0,261,0,526.6737
2017-12-29T01:49:47.369654,2017-12-29T02:07:01.865354,A0:E6:F8:2B:2F:D0,BB_SP_2.1,1034.4957,0.0,207,0,1034.4957
2017-12-29T01:37:34.950828,2017-12-29T01:49:37.499928,A0:E6:F8:2B:2F:D0,BB_SP_2.1,722.5491,0.0,318,0,722.5491
2017-12-29T01:27:12.378669,2017-12-29T01:37:24.656769,A0:E6:F8:2B:2F:D0,BB_SP_2.1,612.2781,0.0,321,0,612.2781
2017-12-29T01:16:17.366424,2017-12-29T01:27:04.172724,A0:E6:F8:2B:2F:D0,BB_SP_2.1,646.8063,0.0,276,0,646.8063
2017-12-29T01:12:12.354693,2017-12-29T01:16:11.078493,A0:E6:F8:2B:2F:D0,BB_SP_2.1,238.7238,0.0,305,0,238.7238
2017-12-29T00:51:07.874491,2017-12-29T01:11:45.209191,A0:E6:F8:2B:2F:D0,BB_SP_2.1,1237.3347,0.0,231,0,1237.3347
2017-12-29T00:41:33.407135,2017-12-29T00:51:00.816635,A0:E6:F8:2B:2F:D0,BB_SP_2.1,567.4095,0.0,248,0,567.4095
2017-12-29T00:34:48.308876,2017-12-29T00:41:26.265176,A0:E6:F8:2B:2F:D0,BB_SP_2.1,397.9563,0.0,205,0,397.9563
2017-12-29T00:17:06.646104,2017-12-29T00:34:35.465904,A0:E6:F8:2B:2F:D0,BB_SP_2.1,1048.8198,0.0,297,0,1048.8198
2017-12-29T00:06:30.043780,2017-12-29T00:16:58.815280,A0:E6:F8:2B:2F:D0,BB_SP_2.1,628.7715,0.0,624,0,628.7715
2017-12-28T23:42:53.423385,2017-12-29T00:07:10.180785,A0:E6:F8:2C:D0:F8,BB_SP_6.1,1456.7574,0.0,464,0,1456.7574
2017-12-28T23:53:07.946859,2017-12-29T00:06:39.319659,A0:E6:F8:2B:2F:BE,BB_SP_4.1,0.0,811.3728,0,388,811.3728
2017-12-29T00:01:32.634286,2017-12-29T00:06:25.237786,A0:E6:F8:2B:2F:D0,BB_SP_2.1,292.6035,0.0,216,0,292.6035
2017-12-28T23:53:08.376133,2017-12-29T00:01:25.750633,A0:E6:F8:2B:2F:D0,BB_SP_2.1,497.3745,0.0,245,0,497.3745
2017-12-28T20:22:20.582402,2017-12-28T23:56:05.446202,A0:E6:F8:2C:D2:CD,BB_SP_7.1,0.0,12824.8638,0,1088,12824.8638
2017-12-28T22:23:05.570309,2017-12-28T23:53:24.740009,A0:E6:F8:2B:2F:BE,BB_SP_4.1,0.0,5419.1697,0,604,5419.1697
2017-12-28T23:42:30.475615,2017-12-28T23:52:56.168515,A0:E6:F8:2B:2F:D0,BB_SP_2.1,625.6929,0.0,337,0,625.6929
2017-12-28T23:26:40.524968,2017-12-28T23:43:07.997468,A0:E6:F8:2C:D0:F8,BB_SP_6.1,987.4725,0.0,360,0,987.4725
2017-12-28T23:35:53.073043,2017-12-28T23:42:22.688143,A0:E6:F8:2B:2F:D0,BB_SP_2.1,389.6151,0.0,240,0,389.6151
2017-12-28T23:32:33.866509,2017-12-28T23:35:49.048909,A0:E6:F8:2B:2F:D0,BB_SP_2.1,195.1824,0.0,200,0,195.1824
2017-12-28T23:29:15.015892,2017-12-28T23:32:17.321092,A0:E6:F8:2B:2F:D0,BB_SP_2.1,182.3052,0.0,197,0,182.3052
2017-12-28T23:26:30.472055,2017-12-28T23:29:10.683155,A0:E6:F8:2B:2F:D0,BB_SP_2.1,160.2111,0.0,309,0,160.2111
2017-12-28T20:19:53.716179,2017-12-28T23:30:01.054779,A0:E6:F8:2C:D0:F8,BB_SP_6.1,11407.3386,0.0,374,0,11407.3386
2017-12-28T23:24:17.482922,2017-12-28T23:26:25.643822,A0:E6:F8:2B:2F:D0,BB_SP_2.1,128.1609,0.0,196,0,128.1609
2017-12-28T23:18:32.947516,2017-12-28T23:24:09.730816,A0:E6:F8:2B:2F:D0,BB_SP_2.1,336.7833,0.0,246,0,336.7833
2017-12-28T23:10:42.011439,2017-12-28T23:17:23.863239,A0:E6:F8:2B:2F:D0,BB_SP_2.1,401.8518,0.0,212,0,401.8518
2017-12-28T23:08:34.772871,2017-12-28T23:10:39.792171,A0:E6:F8:2B:2F:D0,BB_SP_2.1,125.0193,0.0,217,0,125.0193
2017-12-28T23:06:23.002423,2017-12-28T23:07:38.974123,A0:E6:F8:2B:2F:D0,BB_SP_2.1,75.9717,0.0,236,0,75.9717
2017-12-28T23:03:56.709822,2017-12-28T23:06:20.788722,A0:E6:F8:2B:2F:D0,BB_SP_2.1,144.0789,0.0,205,0,144.0789
2017-12-28T22:57:51.161460,2017-12-28T23:03:51.538260,A0:E6:F8:2B:2F:D0,BB_SP_2.1,360.3768,0.0,230,0,360.3768
2017-12-28T22:49:33.955212,2017-12-28T22:57:39.036312,A0:E6:F8:2B:2F:D0,BB_SP_2.1,485.0811,0.0,222,0,485.0811
2017-12-28T22:38:19.980748,2017-12-28T22:49:13.605748,A0:E6:F8:2B:2F:D0,BB_SP_2.1,653.625,0.0,229,0,653.625
2017-12-28T22:33:42.142330,2017-12-28T22:37:42.084130,A0:E6:F8:2B:2F:D0,BB_SP_2.1,239.9418,0.0,276,0,239.9418
2017-12-28T22:28:42.178025,2017-12-28T22:33:36.551825,A0:E6:F8:2B:2F:D0,BB_SP_2.1,294.3738,0.0,210,0,294.3738
2017-12-28T22:23:46.905231,2017-12-28T22:28:38.133231,A0:E6:F8:2B:2F:D0,BB_SP_2.1,291.228,0.0,232,0,291.228
2017-12-28T22:22:31.506618,2017-12-28T22:23:43.713018,A0:E6:F8:2B:2F:D0,BB_SP_2.1,72.2064,0.0,233,0,72.2064
2017-12-28T22:21:05.711416,2017-12-28T22:22:29.238916,A0:E6:F8:2B:2F:D0,BB_SP_2.1,83.5275,0.0,205,0,83.5275
2017-12-28T22:12:49.743660,2017-12-28T22:20:17.835360,A0:E6:F8:2B:2F:D0,BB_SP_2.1,448.0917,0.0,195,0,448.0917
2017-12-28T21:06:18.413802,2017-12-28T22:18:16.066302,A0:E6:F8:2C:D0:F3,BB_SP_4.2,1.4196,4316.2329,1625,1494,4317.6525
2017-12-28T21:06:22.666975,2017-12-28T22:18:47.770675,A0:E6:F8:2B:2F:BE,BB_SP_4.1,4345.1037,0.0,385,0,4345.1037
2017-12-28T21:54:58.506842,2017-12-28T22:12:37.347842,A0:E6:F8:2B:2F:D0,BB_SP_2.1,1058.841,0.0,255,0,1058.841
2017-12-28T21:46:02.066194,2017-12-28T21:54:51.039394,A0:E6:F8:2B:2F:D0,BB_SP_2.1,528.9732,0.0,228,0,528.9732
2017-12-28T21:44:33.279789,2017-12-28T21:45:47.810889,A0:E6:F8:2B:2F:D0,BB_SP_2.1,74.5311,0.0,228,0,74.5311
2017-12-28T21:26:48.376284,2017-12-28T21:44:12.458484,A0:E6:F8:2B:2F:D0,BB_SP_2.1,1044.0822,0.0,262,0,1044.0822
2017-12-28T21:19:58.710777,2017-12-28T21:26:43.405977,A0:E6:F8:2B:2F:D0,BB_SP_2.1,404.6952,0.0,203,0,404.6952
2017-12-28T21:09:03.347468,2017-12-28T21:19:50.691368,A0:E6:F8:2B:2F:D0,BB_SP_2.1,647.3439,0.0,206,0,647.3439
2017-12-28T21:06:08.814862,2017-12-28T21:08:55.353262,A0:E6:F8:2B:2F:D0,BB_SP_2.1,166.5384,0.0,205,0,166.5384
2017-12-28T20:54:55.513783,2017-12-28T21:06:00.285583,A0:E6:F8:2B:2F:D0,BB_SP_2.1,664.7718,0.0,199,0,664.7718
